ID;Datenpunkt;Wert-Typ;Quelle-Klasse;Zugriffspfad;Zugriffsart;Mod nutzt;UI-Kandidat;Status;Lücke;ModVerifiziert
I10;BOOSTABLES.Noble.COMPETANCE;Boostable;BOOSTABLES.Noble;COMPETANCE;static;nein;nein;[x];Mod ignoriert KI-Steuerung;??
I10;BOOSTABLES.Noble.TOLERANCE;Boostable;BOOSTABLES.Noble;TOLERANCE;static;nein;nein;[x];Mod ignoriert KI-Steuerung;??
I11;EQUIP_LEVEL_TOOL_* (32);Boostable;Equip;EQUIP_LEVEL_TOOL_*;static;nein;nein;[~];Equip-Subsystem,NICHT BOOSTABLES;??
I12;WORLD_* (~15);Boostable;BOOSTING.push();WORLD_*;static;nein;nein;[!];DESIGN GAP: Kein BOOSTABLES.WORLD() in Vanilla. Alle WORLD-Booster werden dynamisch via BOOSTING.push() aus JSON-Files registriert (BOOSTABLES Constructor liest dynamicBoost/ Folder). Kein statischer Zugriff möglich.;v0.13.64
J1;KILLER StatMultiplier;StatMultiplier;StatsMultipliers;KILLER;static;nein;nein;[!];Engine-Stats (Vanilla-verifiziert: StatsMultipliers.java);??
J2;PROSECUTION (StatMultiplierAction);StatMultiplierAction;StatsMultipliers;PROSECUTION;static;nein;nein;[!];Engine-Stats (Vanilla-verifiziert: StatsMultipliers.java);??
J3;EMANCIPATE (StatMultiplierAction);StatMultiplierAction;StatsMultipliers;EMANCIPATE;static;nein;nein;[!];Engine-Stats (Vanilla-verifiziert: StatsMultipliers.java);??
J4;EconConfig.handoutWalletAmount=50;int;EconConfig;handoutWalletAmount;static;ja;ja;[!];Phase-5h-Fix,NICHT 400;++
J5;DAY_OFF (StatMultiplierAction);StatMultiplierAction;StatsMultipliers;DAY_OFF;static;nein;nein;[!];Engine-Stats (Vanilla-verifiziert: StatsMultipliers.java);??
J6;OVERTIME (StatMultiplierWork);StatMultiplierWork;StatsMultipliers;OVERTIME;static;nein;nein;[!];Engine-Stats (Vanilla-verifiziert: StatsMultipliers.java);??
J7;HealthPressure.register();void;HealthPressure;register();static;ja;ja;[~];Engine-Citizen-Framework;++
J7;povertyPressureHappinessMin=0.5;double;EconConfig;povertyPressureHappinessMin;static;ja;ja;[x];Floor fuer Poverty;++
J8;WealthHappiness.register();void;WealthHappiness;register();static;ja;ja;[~];happinessAtPoorest=0.75 richest=1.25;++
J9;PropertyHappiness.register();void;PropertyHappiness;register();static;ja;ja;[~];propertyHappinessBoost=0.15;++
J10;PovertyPressure;void;PovertyPressure;povertyPressureWealthThreshold;static;ja;ja;[x];=500, NICHT dynamisch;++
J10;povertyPressureEnabled=true;boolean;EconConfig;povertyPressureEnabled;static;ja;ja;[x];Default;++
J11;GiniConsequences Loyalty;void;GiniConsequences;max(loyaltyAtMaxGini,lerp(1.0,loyaltyAtMaxGini,gini));instance;ja;ja;[x];MIN=1.0/MAX=0.85,linear;++
J11;loyaltyAtMaxGini=0.85;double;EconConfig;loyaltyAtMaxGini;static;ja;ja;[x];Mod-internal;??
K1;STATS.LAW().guards;STAT.getD;STATS.LAW;guards;instance;nein;ja;[x];StatsLaw.guards ungenutzt -- Mod-Ersatz: CorveeController;??
K1;guards Formel;double;StatsLaw.guards;guards.getD(cl, race)=CLAMP(sqrt(guardPower*0.5/pop)+debug,0,1);instance;nein;ja;[x];StatsLaw.guards ungenutzt -- Mod-Ersatz: CorveeController;??
K2;STATS.LAW().EQUALITY;STAT.getD;STATS.LAW;EQUALITY;instance;nein;ja;[x];StatsLaw.EQUALITY ungenutzt -- Mod-Ersatz: HealthPressure;??
K3;STATS.LAW().tyranny(cl,race);double;StatsLaw;tyranny(cl, race);instance;nein;ja;[x];StatsLaw.tyranny ungenutzt -- Mod-Ersatz: PovertyPressure;??
K4;STATS.LAW().lawMultiplier(cl,race);double;StatsLaw;lawMultiplier(cl, race);instance;nein;ja;[x];StatsLaw.lawMultiplier ungenutzt -- Produktivitaets-Potential ungenutzt;??
K5;STATS.LAW().escapees();int;StatsLaw;escapees();instance;nein;ja;[x];StatsLaw.escapees ungenutzt -- relevant nur fuer DebtBondage;??
K6;CRIMES All;Enum;CRIMES;CRIMES;enum;nein;ja;[x];12 Verbrechen CITIZEN+SLAVE+OTHER;??
K6;CRIME_PUNISHMENTS All;Enum;CRIME_PUNISHMENTS;CRIME_PUNISHMENTS;enum;nein;ja;[x];KEINE FINED-Strafe;??
L1;UITreasury credits-UI;credits;view.ui.economy.UITreasury;show credits();instance;nein;nein;[x];Vanilla-UI Mod-Preise unsichtbar;??
L2;UIGoodsImport/Export Vanilla-UI;UI;view.ui.goods.UIGoodsImport;pricesBuy();instance;nein;nein;[x];Vanilla-Preis nicht LocalPrices;??
L3;WindowEconomy;UI;WindowEconomy;INSTANCE SixTabs;instance;ja;ja;[x];Mod-Fenster, 6 Tabs;++
L4;EconSnapshot Trigger;void;EconomySim;update();instance;ja;ja;[~];Sample-Aggregat in EconomySim.update();++
L5;EconIndicators;Indicator;EconIndicators;indicator;instance;ja;ja;[x];Advisor-Tab;++
L6;DiagnosticExporter;CSV-Export;DiagnosticExporter;forceDiagnosticExport();static;ja;ja;[x];diagnosticsExportEnabled default true;++
L6;makro-zeitreihen.csv;CSV;DiagnosticExporter;makro-zeitreihen.csv;instance;ja;ja;[x];Mod-internal;??
L6;ressourcen-zeitreihen.csv;CSV;DiagnosticExporter;ressourcen-zeitreihen.csv;instance;ja;ja;[x];Mod-internal;??
L6;resetExportGuard();void;DiagnosticExporter;resetExportGuard();static;ja;ja;[x];Cheat-Buttons;++
M1;BypassGate.initOk Flag;boolean;BypassGate;initOk;instance;ja;ja;[x];Caller-injected Lookup;++
M1;BypassGate(adapterName, Lookup);ctor;BypassGate;new BypassGate(name, lookup);instance;ja;ja;[x];Mod-Construction;++
M1;BypassGate.isAvailable();boolean;BypassGate;isAvailable();instance;ja;ja;[x];Mod-Construction;++
M2;FieldAccessor.intField/...;Method;FieldAccessor;intField(owner, name);static;ja;ja;[x];findStaticVarHandle Fallback, IllegalStateException;++
M2;FieldAccessor.doubleField;Method;FieldAccessor;doubleField(owner, name);static;ja;ja;[x];Mod-internal SDK;++
M2;FieldAccessor.refField<T>;Method;FieldAccessor;refField(owner, name, type);static;ja;ja;[x];Mod-internal SDK;++
M2;FieldAccessor.findFieldInHierarchy;Method;FieldAccessor;findFieldInHierarchy();static;ja;ja;[x];Superklassen-Walking Fallback;++
M3;MethodAccessor.invokeWithArguments;Method;MethodAccessor;invokeWithArguments(...);static;ja;ja;[x];boxing-pflichtig;++
M3;MethodAccessor.findStatic Fallback;Method;MethodAccessor;findStatic();static;ja;ja;[x];Mod-internal SDK;++
M3;MethodAccessor.findMethodInHierarchy;Method;MethodAccessor;findMethodInHierarchy();static;ja;ja;[x];Mod-internal SDK;++
M4;ClassResolver.classForName;Method;ClassResolver;forName(className, true, classLoader);static;ja;ja;[x];gameClassLoader -> systemClassLoader Fallback;++
M4;ClassResolver.isInstance(obj,fqcn);Method;ClassResolver;isInstance(...);static;ja;ja;[x];type-safe Checks;++
M5;EXISTIERT NICHT (MoreOptions);-;BoostersConfig;-;static;nein;nein;[!];MoreOptions-File fehlt im Workspace;??
M6;EXISTIERT NICHT (MoreOptions);-;RacesConfig;-;static;nein;nein;[!];MoreOptions-File fehlt;??
M7;ConfigStore Migrations;-;ConfigStore;Migration-Slot;static;nein;nein;[~];MoreOptions-Convention;??
M8;EXISTIERT NICHT (MoreOptions);-;ConfigApplier;-;static;nein;nein;[!];MoreOptions-File fehlt;??
M9;EXISTIERT NICHT (MoreOptions);-;ConfigMerger;-;static;nein;nein;[!];MoreOptions-File fehlt;??
M10;EXISTIERT NICHT (MoreOptions);-;BoosterService;-;static;nein;nein;[!];MoreOptions-File fehlt;??
M11;EngineMirror.api();Singleton;EngineMirror;api();static;ja;ja;[x];Zentrale Fassade 3.146 LOC — api().rooms()/.factions()/.humanoids()/.stats();v0.13.64
M12;IRoomAccess 30 Methoden;Interface;IRoomAccess+RoomAccessImpl;rooms()/factions()/humanoids()/stats();static;ja;ja;[x];872 LOC (220+652) — BypassGate hybrid, getRoomIns/getHome/getChamber/getEateries/getCanteens/getJanitor/setFirmTarget/entitiesAvailable;v0.13.64
M13;IFactionAccess 28 Methoden;Interface;IFactionAccess+FactionAccessImpl;factions();static;ja;ja;[x];754 LOC (206+548) — NPC-Diplomacy-Trade-Royalty, KEIN Reflection;v0.13.64
M14;IHumanoidAccess 18 Methoden;Interface;IHumanoidAccess+HumanoidAccessImpl;humanoids();static;ja;ja;[x];687 LOC (224+463) — ClassResolver fuer 6 AI-Plan-Klassen + PlanCatalog;v0.13.64
M15;IStatsAccess 12 Methoden;Interface;IStatsAccess+StatsAccessImpl;stats();static;ja;ja;[x];364 LOC (99+265) — BypassGate fuer BOOSTABLES, Religion, Wetter;v0.13.64
M16;EngineLevers 96 Toggles;Config;EngineLevers;public static boolean;static;ja;ja;[x];285 LOC — 96 boolean Toggles fuer granulare Degradation jedes EngineMirror-Zugriffs;v0.13.64
N93;IdentityMapRegistry Saveables;List;IdentityMapRegistry;saveables;static;ja;ja;[~];10 Saveables identifiziert;++
N93;Saveable.save/load;void;Saveable;save/load;instance;ja;ja;[~];Mod-interface;??
N93;ChunkedSave.CHUNKED_VERSION;int;ChunkedSave;CHUNKED_VERSION;static;ja;ja;[~];Mod-internal Version;??
N94;Multiplayer out-of-scope;-;<none>;<none>;static;nein;nein;[-];Singleplayer;?
N95;debugLoggingEnabled default;boolean;EconConfig;debugLoggingEnabled;static;ja;ja;[x];default true seit v0.13.24;++
N95;DebugTab 5 sections;UI;WindowState;DebugTab;instance;ja;ja;[x];Mod-internal;++
N95;EconConfig.debugPriceLogging;boolean;EconConfig;debugPriceLogging;static;ja;ja;[x];default true;++
N95;EconConfig.diagnosticsExportEnabled;boolean;EconConfig;diagnosticsExportEnabled;static;ja;ja;[x];default true seit v0.13.24;++
N95;EconomySim.debugAdapterStatus();void;EconomySim;debugAdapterStatus();instance;ja;ja;[x];Mod-internal debug;??
N95;EconomySim.debugSelfTest();void;EconomySim;debugSelfTest();instance;ja;ja;[x];Mod-internal debug;??
N95;EconomySim.mintTreasury(amount);void;EconomySim;mintTreasury(amount);instance;ja;ja;[x];Cheat-Button +100k D;??
N95;EconomySim.forceDiagnosticExport();void;EconomySim;forceDiagnosticExport();instance;ja;ja;[x];Mod-internal debug;??
N95;EconomySim.logAuditDelta();void;EconomySim;logAuditDelta();instance;ja;ja;[x];Mod-internal debug;??
N96;Performance DebugTracer;void;DebugTracer;log;instance;ja;ja;[~];loesbar via System.nanoTime() + DebugTracer;??
N97;Wallets.touch(tick);void;Wallets;touch(tick);static;ja;nein;[~];Wallet stirbt mit Buerger -- kein GC-Hook;??
N98;Threading;-;<engine>;Single-threaded;static;ja;nein;[~];Keine Race-Conditions;?
N99;BypassGate Mod-Kompatibilitaet;-;BypassGate;Read-before-Write + Conflict-Log;instance;ja;ja;[~];Partial-Loesbar via DebugTracer;??
N100;BypassGate.isAvailable Fallback;boolean;BypassGate;isAvailable();instance;ja;ja;[x];initOk=false + runtimeFailed=true;++
N100;runtimeFailed runtimeFailed;boolean;<adapter>;runtimeFailed;instance;ja;ja;[x];Granular per Adapter;??
DIPLO-01;ROPINION.trust() Vanilla-Map;Map<Faction,Double>;ROPINION;trust();static;nein;nein;[!];Mod liest nur in DebtDiplomacyBuffer:91 -- schreibt NIE. Kein Opinion-Zerfall-Monitoring, keine Reaktion auf Wirtschafts-Kollaps. Vanilla-verifiziert: DipWarPlayer.java;??
DIPLO-02;BOOSTABLES.CIVICS().bOpinion;Boostable (1.5);BOOSTABLES.CIVICS;bOpinion;static;nein;nein;[!];'Determines the opinion of other factions' -- ungenutzt, kein Consumer;??
DIPLO-03;BOOSTABLES.CIVICS().TRUST;Boostable (0);BOOSTABLES.CIVICS;TRUST;static;nein;nein;[!];'A faction's trust is how reliable they are when it comes to keeping their treaties' -- ungenutzt;??
DIPLO-04;STATS.RELATIONS() Individual-Opinion;StatsRelations;STATS;RELATIONS();instance;nein;nein;[!];Bit-packed individual relations (Rasse, Geschlecht, Todesursache) -- Mod ignoriert;??
DIPLO-05;royaltyOpinionEnabled Config-Toggle;boolean;EngineLevers;royaltyOpinionEnabled;static;nein;nein;[!];Toter Flag in EngineLevers.java:145 -- kein Consumer, kein Read-Path;??
X.LocalPrices.price(RESOURCE);double;LocalPrices;price(RESOURCE);static;ja;ja;[x];Entry-Point pro Resource;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;++
X.LocalPrices.foodBasketPrice;int;LocalPrices;foodBasketPrice(tick);static;ja;ja;[x];Cached;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;++
X.LocalPrices.drinkBasketPrice;int;LocalPrices;drinkBasketPrice(tick);static;ja;ja;[x];Cached;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;++
X.LocalPrices.mealPrice;int;LocalPrices;mealPrice(population, tick);static;ja;ja;[x];Mod-internal;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;++
X.Wallets.touch(tick);void;Wallets;touch(tick);static;ja;nein;[~];Wallet-Tod-Trigger;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.Wallets.circulating();long;Wallets;circulating();static;ja;ja;[x];Sum Mainframe;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.Wallets.moneyOf(indu);int;Wallets;moneyOf(indu);static;ja;ja;[x];per Citizen;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.WealthStats.gini();double;WealthStats;gini();instance;ja;ja;[x];Verteilungs-Indikator;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;++
X.WealthStats.update();void;WealthStats;update();instance;ja;ja;[x];Bucket-Recompute;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.EconSnapshot.setSample(snap);void;EconSnapshot;setSample(snap);instance;ja;ja;[x];Trigger pro Tick;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;++
X.EconSnapshot.totalMoney;long;EconSnapshot;totalMoney;instance;ja;ja;[x];Aggregate;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.EconIndicators.isInequalityRising;boolean;EconIndicators;isInequalityRising();instance;ja;ja;[x];Advisor-Trigger;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;++
X.EconProgression.advanceStage(stage);void;EconProgression;advanceStage(stage);instance;ja;ja;[x];Stage-Transition;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.LaborMarket.profitPriority;double;LaborMarket;profitPriority;static;ja;ja;[~];Mod-internal;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;++
X.LaborMarket.setScarcitySignal;void;LaborMarket;setScarcitySignal(double);instance;ja;ja;[~];FlowMeter-Trigger;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.FirmLedger.meanPositiveMarginal();double;FirmLedger;meanPositiveMarginal();instance;ja;ja;[x];Mittel Lohn-Hebel;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;++
X.FirmLedger.distributeFirmRevenue;void;FirmLedger;distributeFirmRevenue();instance;ja;ja;[x];Surplus-Share;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.Fiscal.settlePurchase(...):99;void;Fiscal;settlePurchase(buyer, resources, gross, kind, seller, roster, wallets, ledger, warehouses);instance;ja;nein;[x];KEY entry-point;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;++
X.StateWarehouses.payWages();void;StateWarehouses;payWages();instance;ja;nein;[~];Loehn-Auszahlung an Worker;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.ConstructionHoardController.tick();void;ConstructionHoardController;tick();instance;ja;nein;[x];Bau-Tresor;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.AuditKernel.audit();void;AuditKernel;audit();instance;ja;ja;[x];Konsistenz-Check;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.AffordabilityGate.Kind;Enum;AffordabilityGate;Kind;enum;ja;ja;[x];Settlement-Gate;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;++
X.ChartPanel.update(snapshot);void;ChartPanel;update(snapshot);instance;ja;ja;[x];UI-Bind;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.CompactNumber.format(value);String;CompactNumber;format(value);static;ja;ja;[x];UI-Format;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.DebtDiplomacyBuffer.deduct(amount);void;DebtDiplomacyBuffer;deduct(amount);instance;ja;nein;[x];Diplomatische Schulden;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.CrisisDispatch.dispatch(crisisType);void;CrisisDispatch;dispatch(crisisType);instance;ja;ja;[x];Crisis-Engine;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.IdentityMapRegistry.register(saveable);void;IdentityMapRegistry;register(saveable);static;ja;ja;[~];10 Saveables;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.Liturgy.publish(market);void;Liturgy;publish(market);instance;ja;ja;[x];Religion Market;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.PolityPriceAnchor.priceOf(RES);int;PolityPriceAnchor;priceOf(RESOURCE);static;ja;ja;[x];Preis-Quelle;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;++
X.ForeignTradeLedger.importRate(res);double;ForeignTradeLedger;importRate(res);instance;ja;ja;[~];Import-Volumen;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.TransportMarket.distanceFee(dist);double;TransportMarket;distanceFee(dist);instance;ja;ja;[x];Distanz-Tarif;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.OddjobMarket.tick();void;OddjobMarket;tick();instance;ja;ja;[x];Sonder-Job-Vergabe;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.StateWageMarket.update();void;StateWageMarket;update();instance;ja;ja;[x];Regulierung;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.FlowMeter.sample(res);double;FlowMeter;sample(res);instance;ja;ja;[x];Per-Resource-Signal;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.DebtBondage.tick();void;DebtBondage;tick();instance;ja;ja;[x];Schuldknechtschaft;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.CorveeController.tick();void;CorveeController;tick();instance;ja;ja;[x];Frondienst;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.HealthPressure.register(p,h);void;HealthPressure;register(perCapita, h);static;ja;ja;[x];Happiness-Hook;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;++
X.WealthHappiness.register(wealth, h);void;WealthHappiness;register(wealth, h);static;ja;ja;[x];Happiness-Hook;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;++
X.PropertyHappiness.register(prop, h);void;PropertyHappiness;register(prop, h);static;ja;ja;[x];Happiness-Hook;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;++
X.PovertyPressure.register(wealth, h);void;PovertyPressure;register(wealth, happiness);static;ja;ja;[x];Happiness-Hook;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;++
X.GiniConsequences.update(gini, loyalty);void;GiniConsequences;update(gini, loyalty);instance;ja;ja;[x];LOYALTY-Update;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;++
X.MeticImmigration.register();void;MeticImmigration;register();static;ja;ja;[x];CIVIC_IMMIGRATION-Hook;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;++
X.EconHud.update();void;EconHud;update();instance;ja;ja;[x];Top-HUD, Offset C.WIDTH()-760 (v0.13.64 Livetest-Fix, war 820);Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;v0.13.64
X.WindowState.DebugTab;UI-Tab;WindowState;DebugTab;instance;ja;ja;[x];5 Buttons;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.DiagnosticExporter.makroExport();void;DiagnosticExporter;makroExport();static;ja;ja;[x];CSV-Output;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.ChartPanel.show(snap);void;ChartPanel;show(snap);instance;ja;ja;[x];History-Diagram;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.BuildStamp.timestamp();String;BuildStamp;timestamp();static;ja;ja;[x];Identity;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.InstanceScript.WindowEconomy;UI;InstanceScript;WindowEconomy;instance;ja;ja;[x];Hotkey;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.JsonExport.firmaRevenueDist();void;DiagnosticExporter;firmaRevenueDistribution();static;ja;ja;[x];Audit-Output;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.EconProgression.allocate(income, cost);void;EconProgression;allocate(income, cost);instance;ja;ja;[x];Treasury-Update;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
X.ForeignTradeLedger.importExportWindow();void;ForeignTradeLedger;importExportWindow();instance;ja;ja;[~];Trade-Reporting;Mod-intern — kein Engine-HEBEL-Referent, vollständig implementiert im Mod-Core;??
Y.FACTOR.HumanoidStats.LOOT;Double;FACTOR.HumanoidStats;LOOT;static;nein;nein;[-];Engine-Int;Engine-API direkt genutzt — sauber verfügbar, kein Gap;??
Y.FACTOR.HUMANOID.blood;Double;FACTOR.HUMANOID;blood;static;nein;nein;[-];Engine-Int;Engine-API direkt genutzt — sauber verfügbar, kein Gap;??
Y.FACTOR.HUMANOID.fat;Double;FACTOR.HUMANOID;fat;static;nein;nein;[-];Engine-Int;Engine-API direkt genutzt — sauber verfügbar, kein Gap;??
Y.F.SetText.SentenceCase;Util;F.SetText;SentenceCase;static;nein;nein;[-];Engine-Util;Engine-API direkt genutzt — sauber verfügbar, kein Gap;??
Y.RECIPES.player.rateTotal();double;RECIPES.player;rateTotal();static;ja;nein;[x];Mod-C-EngineBridge via PSeller;Engine-API direkt genutzt — sauber verfügbar, kein Gap;++
Y.SETT.ROOMS().industries;List;SETT.ROOMS();industries;instance;ja;nein;[x];Mod liest Industry.all;Engine-API direkt genutzt — sauber verfügbar, kein Gap;++
Y.SETT.ROOMS().STOCKPILE;RoomInstance;SETT.ROOMS();STOCKPILE;instance;ja;ja;[x];Mod-Storage-Bridge;Engine-API direkt genutzt — sauber verfügbar, kein Gap;++
Y.SETT.ROOMS().MARKET;RoomInstance;SETT.ROOMS();MARKET;instance;ja;ja;[x];Mod-Market-Bridge;Engine-API direkt genutzt — sauber verfügbar, kein Gap;++
Y.FACTIONS.player();Faction;FACTIONS;player();static;ja;ja;[x];Engine-Entry;Engine-API direkt genutzt — sauber verfügbar, kein Gap;++
Y.FACTIONS.PRICE().get(res);double;FACTIONS.PRICE;get(res);static;ja;ja;[x];Mod-PolityFallback;Engine-API direkt genutzt — sauber verfügbar, kein Gap;++
Y.HUMANOID.i.d.humanoids;List;Humanoid;humanoids;instance;ja;ja;[x];Mod-Loop-Aggregat;Engine-API direkt genutzt — sauber verfügbar, kein Gap;++
Y.STATS.FOOD().DRINK;STAT;STATS.FOOD();DRINK;instance;ja;ja;[x];Mod Source;Engine-API direkt genutzt — sauber verfügbar, kein Gap;++
Y.STATS.FOOD().FOOD;STAT;STATS.FOOD();FOOD;instance;ja;ja;[x];Mod Source;Engine-API direkt genutzt — sauber verfügbar, kein Gap;++
Y.STATS.LAW();StatsLaw;STATS;LAW();instance;ja;ja;[x];Mod-Potential, Mod ignoriert;Engine-API direkt genutzt — sauber verfügbar, kein Gap;??
Y.BOOSTING.available();String;BOOSTING;available();static;ja;ja;[x];Mod dump in WindowState.DebugTab;Engine-API direkt genutzt — sauber verfügbar, kein Gap;++
Y.BOOSTING.push(category, key, val);void;BOOSTING;push(category, key, val);static;ja;ja;[x];Mod via BoosterValue;Engine-API direkt genutzt — sauber verfügbar, kein Gap;++
Y.BOOSTABLES.CIVICS;boostable;BOOSTABLES;CIVICS;static;ja;ja;[x];Inner-Class;Engine-API direkt genutzt — sauber verfügbar, kein Gap;++
Y.BOOSTABLES.RATES;boostable;BOOSTABLES;RATES;static;ja;ja;[x];Inner-Class;Engine-API direkt genutzt — sauber verfügbar, kein Gap;++
Y.BOOSTABLES.RESOURCE_BOOSTABLES;boostable;BOOSTABLES;RESOURCE_BOOSTABLES;static;ja;ja;[x];Mod-NICHT via;Engine-API direkt genutzt — sauber verfügbar, kein Gap;++
Y.BOOSTABLES.Behaviour;boostable;BOOSTABLES;Behaviour;static;ja;ja;[x];Inner-Class;Engine-API direkt genutzt — sauber verfügbar, kein Gap;++
Y.BOOSTABLES.Physics;boostable;BOOSTABLES;Physics;static;ja;ja;[x];Inner-Class;Engine-API direkt genutzt — sauber verfügbar, kein Gap;++
Y.BOOSTABLES.Noble;boostable;BOOSTABLES;Noble;static;ja;ja;[x];Inner-Class;Engine-API direkt genutzt — sauber verfügbar, kein Gap;++
Y.Boostable.get(faction);double;Boostable;get(faction);instance;ja;ja;[x];Mod-Lesen;Engine-API direkt genutzt — sauber verfügbar, kein Gap;++
Y.Boostable.value.map;Map;Boostable;value;instance;ja;ja;[x];Mod-Lesen;Engine-API direkt genutzt — sauber verfügbar, kein Gap;++
Y.BoosterValue.add(d);void;BoosterValue;add(double);instance;ja;ja;[x];Mod-3-Schreiber;Engine-API direkt genutzt — sauber verfügbar, kein Gap;++
V.01;DipWarPlayer.upI;int;game.faction.diplomacy.DipWarPlayer;upI;Field;ja (VanillaDiplomacyAdapter);nein;[x];BypassGate+VarHandle;V71.44 (2026-06)
V.02;DipWarPlayer.pPow;int;game.faction.diplomacy.DipWarPlayer;pPow;Field;ja (VanillaDiplomacyAdapter);nein;[x];BypassGate+VarHandle;V71.44
V.03;DipWarPlayer.coalitionPow;int;game.faction.diplomacy.DipWarPlayer;coalitionPow;Field;ja;nein;[x];BypassGate+VarHandle;V71.44
V.04;DipWarPlayer.bWilling;boolean;game.faction.diplomacy.DipWarPlayer;bWilling;Field;ja;nein;[x];BypassGate+VarHandle;V71.44
V.05;StockpileInstance.storingSet;Method;settlement.room.infra.stockpile.StockpileInstance;storingSet();Method;ja (VanillaWarehouseAdapter);nein;[x];BypassGate+MethodHandle FindVirtual/FindStatic Fallback;V71.44
V.06;TransportInstance.distance;int;settlement.room.infra.transport.TransportInstance;distance;Field;ja (VanillaTransportAdapter);nein;[x];Package-Private class -- ClassLoader-Resolved;V71.44
V.07;BOOSTABLES$CIVICS.GOV;Boostable;game.boosting.BOOSTABLES$CIVICS;GOV;RefField;ja (VanillaBoostingAdapter);nein;[x];Inner-Class via $ Notation;V71.44
V.08;PlanOddjobber;Class;settlement.entity.humanoid.ai.work.PlanOddjobber;-;Class;ja (VanillaAIAdapter);nein;[x];ClassResolver existence-check;V71.44
